id,listing_url,name,picture_url,neighbourhood,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people
958,https://www.airbnb.com/rooms/958,"Bright, Modern Garden Unit - 1BR/1B",https://a0.muscache.com/im/pictures/b7c2a199-4c17-4ba6-b81d-751719d2dac6.jpg?aki_policy=large,Western Addition,94117,37.76931,-122.43386,Apartment,Entire home/apt,3,1,1,2,$170.00 ,"$1,120.00 ","$4,200.00 ",$100.00 ,$100.00 ,2,$25.00 
5858,https://www.airbnb.com/rooms/5858,Creative Sanctuary,https://a0.muscache.com/im/pictures/17714/3a7aea10_original.jpg?aki_policy=large,Bernal Heights,94110,37.74511,-122.42102,Apartment,Entire home/apt,5,1,2,3,$235.00 ,"$1,600.00 ","$5,500.00 ",,$100.00 ,2,$0.00 
7918,https://www.airbnb.com/rooms/7918,A Friendly Room - UCSF/USF - San Francisco,https://a0.muscache.com/im/pictures/26356/8030652f_original.jpg?aki_policy=large,Haight Ashbury,94117,37.76669,-122.4525,Apartment,Private room,2,4,1,1,$65.00 ,$485.00 ,"$1,685.00 ",$200.00 ,$50.00 ,1,$12.00 
8142,https://www.airbnb.com/rooms/8142,Friendly Room Apt. Style -UCSF/USF - San Francisco,https://a0.muscache.com/im/pictures/27832/3b1f9e5e_original.jpg?aki_policy=large,Haight Ashbury,94117,37.76487,-122.45183,Apartment,Private room,2,4,1,1,$65.00 ,$490.00 ,"$1,685.00 ",$200.00 ,$50.00 ,1,$12.00 
8339,https://www.airbnb.com/rooms/8339,Historic Alamo Square Victorian,https://a0.muscache.com/im/pictures/6f84a7c2-e350-48b5-9200-8964ec80bb4b.jpg?aki_policy=large,Western Addition,94117,37.77525,-122.43637,House,Entire home/apt,5,1.5,2,2,$785.00 ,,,$0.00 ,$225.00 ,2,$150.00 
8567,https://www.airbnb.com/rooms/8567,Lovely 2BR flat Great Location,https://a0.muscache.com/im/pictures/e2f3507c-dd08-4f5f-bd8c-93e749013c2b.jpg?aki_policy=large,Western Addition,94115,37.78471,-122.44555,Apartment,Entire home/apt,6,1,2,3,$255.00 ,,,$0.00 ,$125.00 ,1,$0.00 
8739,https://www.airbnb.com/rooms/8739,"Mission Sunshine, with Private Bath",https://a0.muscache.com/im/pictures/80811/7a57d0e7_original.jpg?aki_policy=large,Mission,94110,37.75919,-122.42237,Condominium,Private room,3,1,1,2,$139.00 ,,"$9,999.00 ",$0.00 ,$50.00 ,2,$60.00 
9225,https://www.airbnb.com/rooms/9225,Artful Potrero Separate Floor with Garden,https://a0.muscache.com/im/pictures/80742/6401eac2_original.jpg?aki_policy=large,Potrero Hill,94107,37.76259,-122.40543,House,Private room,2,1,1,1,$135.00 ,"$1,000.00 ","$4,000.00 ",,$50.00 ,1,$0.00 
10251,https://www.airbnb.com/rooms/10251,Victorian Suite in Inner Mission,https://a0.muscache.com/im/pictures/30649314/ed09487a_original.jpg?aki_policy=large,Mission,94110,37.75874,-122.41327,Apartment,Entire home/apt,6,1,2,3,$265.00 ,"$1,540.00 ","$5,400.00 ",$500.00 ,$100.00 ,4,$45.00 
10820,https://www.airbnb.com/rooms/10820,Haight Buena Vista Park Garden 3BR,https://a0.muscache.com/im/pictures/110980669/81b00c7e_original.jpg?aki_policy=large,Haight Ashbury,94117,37.77187,-122.43859,Apartment,Entire home/apt,3,1,3,3,$177.00 ,,,"$2,500.00 ",$208.00 ,6,$0.00 
10824,https://www.airbnb.com/rooms/10824,Victorian House in Hayes Valley - 3BED-2BA,https://a0.muscache.com/im/pictures/45831/ae48b2a0_original.jpg?aki_policy=large,Western Addition,94102,37.77355,-122.42436,Apartment,Entire home/apt,5,2,3,3,$194.00 ,,,"$3,000.00 ",$208.00 ,1,$0.00 
10832,https://www.airbnb.com/rooms/10832,Union Square Modern Loft,https://a0.muscache.com/im/pictures/13456368/151ed257_original.jpg?aki_policy=large,Downtown/Civic Center,94102,37.78574,-122.40798,Apartment,Entire home/apt,2,1.5,1,1,$139.00 ,,"$4,800.00 ","$2,500.00 ",$130.00 ,1,$0.00 
12041,https://www.airbnb.com/rooms/12041,Sunny/Sunset view room UCSF/USF - San Francisco,https://a0.muscache.com/im/pictures/114583/240203ed_original.jpg?aki_policy=large,Haight Ashbury,94117,37.77019,-122.44594,Apartment,Private room,2,4,1,2,$85.00 ,$630.00 ,"$1,995.00 ",$200.00 ,$50.00 ,1,$12.00 
12042,https://www.airbnb.com/rooms/12042,Sunny/Sunset view room UCSF/USF - San Francisco,https://a0.muscache.com/im/pictures/93562/3d1cde44_original.jpg?aki_policy=large,Haight Ashbury,94117,37.76894,-122.44778,Apartment,Private room,2,3,1,2,$85.00 ,$630.00 ,"$1,995.00 ",$200.00 ,$50.00 ,1,$12.00 
12522,https://www.airbnb.com/rooms/12522,Perfectly located Castro,https://a0.muscache.com/im/pictures/9158991/d0fa6362_original.jpg?aki_policy=large,Castro/Upper Market,94114,37.76075,-122.43032,Apartment,Private room,1,1,1,1,$79.00 ,,,,$10.00 ,1,$0.00 
12584,https://www.airbnb.com/rooms/12584,"3 levels, Views, 2BR/1BA",https://a0.muscache.com/im/pictures/15772593/f0bb1141_original.jpg?aki_policy=large,Inner Sunset,94117,37.76203,-122.45455,Townhouse,Entire home/apt,3,1,2,3,$136.00 ,"$1,600.00 ","$4,600.00 ",$899.00 ,$299.00 ,2,$21.00 
14125,https://www.airbnb.com/rooms/14125,Gallery Residence,https://a0.muscache.com/im/pictures/440633/87bb0cc9_original.jpg?aki_policy=large,Mission,94110,37.75491,-122.42246,Apartment,Entire home/apt,3,1,1,2,$215.00 ,,"$5,500.00 ",,$80.00 ,2,$35.00 
17132,https://www.airbnb.com/rooms/17132,Luxury 2BR suite with waterview,https://a0.muscache.com/im/pictures/85402/497bbaa0_original.jpg?aki_policy=large,South of Market,94105,37.78647,-122.39072,Condominium,Entire home/apt,4,2,2,2,$450.00 ,"$2,300.00 ","$6,600.00 ","$5,000.00 ",$250.00 ,4,$100.00 
18231,https://www.airbnb.com/rooms/18231,Loft-like Apt./Garden (monthly only available),https://a0.muscache.com/im/pictures/145020/505b8901_original.jpg?aki_policy=large,Noe Valley,94114,37.74888,-122.42982,Apartment,Entire home/apt,3,1,0,1,$107.00 ,,"$3,200.00 ",,,2,$20.00 
18904,https://www.airbnb.com/rooms/18904,Tranquil Lower Haight w/pvt bath,https://a0.muscache.com/im/pictures/11252601/977c2ba2_original.jpg?aki_policy=large,Western Addition,94117,37.77252,-122.43216,Townhouse,Private room,2,1,1,1,$110.00 ,,,$130.00 ,$30.00 ,1,$0.00 
19040,https://www.airbnb.com/rooms/19040,Mission Garden Retreat,https://a0.muscache.com/im/pictures/d18c209a-3e18-4d64-9288-ff2fda8d5c64.jpg?aki_policy=large,Mission,94110,37.76349,-122.41517,Guest suite,Entire home/apt,2,1,0,1,$198.00 ,"$1,188.00 ","$3,888.00 ",$333.00 ,$38.00 ,2,$20.00 
21334,https://www.airbnb.com/rooms/21334,Studio loft on top of Russian Hill,https://a0.muscache.com/im/pictures/452548/6971a570_original.jpg?aki_policy=large,Nob Hill,94133,37.7958,-122.41533,Loft,Entire home/apt,2,1,1,1,$125.00 ,"$1,220.00 ","$4,305.00 ",$500.00 ,$100.00 ,1,$25.00 
21914,https://www.airbnb.com/rooms/21914,A Friendly Room Apt. Style-UCSF/USF-San Francisco,https://a0.muscache.com/im/pictures/acf124ef-f0f8-4bbf-887d-39f849b27f3b.jpg?aki_policy=large,Haight Ashbury,94117,37.7648,-122.45251,Apartment,Private room,2,4,1,1,$65.00 ,$490.00 ,"$1,685.00 ",$200.00 ,$50.00 ,1,$12.00 
23611,https://www.airbnb.com/rooms/23611,Bernal Heights Gem with Fab Views !,https://a0.muscache.com/im/pictures/124428/49cc0147_original.jpg?aki_policy=large,Bernal Heights,94110,37.74556,-122.41207,Condominium,Private room,1,1,1,1,$100.00 ,$750.00 ,"$2,800.00 ",$500.00 ,$30.00 ,1,$30.00 
23630,https://www.airbnb.com/rooms/23630,Castro Guest Suite With Continental Breakfast,https://a0.muscache.com/im/pictures/452485/a20226fa_original.jpg?aki_policy=large,Castro/Upper Market,94114,37.75963,-122.44143,House,Entire home/apt,2,1,1,1,$155.00 ,,,$200.00 ,,2,$0.00 
24390,https://www.airbnb.com/rooms/24390,Mission Studio,https://a0.muscache.com/im/pictures/611a6122-807b-4486-bf90-c4ca70e98962.jpg?aki_policy=large,Mission,94110,37.75146,-122.41248,Apartment,Entire home/apt,2,1,1,1,$95.00 ,$945.00 ,"$2,950.00 ","$2,000.00 ",$75.00 ,2,$104.00 
24450,https://www.airbnb.com/rooms/24450,Atelier Noe 25 Studio in Noe Valley,https://a0.muscache.com/im/pictures/7b5db254-90d6-4242-9536-47af9d1caa77.jpg?aki_policy=large,Noe Valley,94114,37.74885,-122.43673,Apartment,Entire home/apt,3,1,1,2,$180.00 ,,,$250.00 ,$80.00 ,2,$25.00 
24463,https://www.airbnb.com/rooms/24463,"Potrero Hill ""Nest"" Quiet, Comfy & Convenient",https://a0.muscache.com/im/pictures/2736340/4f8445a8_original.jpg?aki_policy=large,Potrero Hill,94107,37.75645,-122.3991,Apartment,Private room,2,1,1,1,$155.00 ,"$1,021.00 ","$3,200.00 ",$500.00 ,$80.00 ,2,$20.00 
24685,https://www.airbnb.com/rooms/24685,Castro/Haight San Francisco,https://a0.muscache.com/im/pictures/132659/4f7d0b12_original.jpg?aki_policy=large,Haight Ashbury,94117,37.77162,-122.43836,Apartment,Private room,1,1,1,1,$79.00 ,,,,,1,$0.00 
24723,https://www.airbnb.com/rooms/24723,Apartment-like rooms in PacHeights,https://a0.muscache.com/im/pictures/162101/84690917_original.jpg?aki_policy=large,Western Addition,94115,37.78716,-122.43386,Guest suite,Entire home/apt,4,1,1,2,$195.00 ,"$1,049.00 ","$3,336.00 ",$0.00 ,$20.00 ,4,$20.00 
25094,https://www.airbnb.com/rooms/25094,San Francisco's Luxury Oasis On Noe,https://a0.muscache.com/im/pictures/625b9802-97b8-47ad-88c4-233fc80692e1.jpg?aki_policy=large,Noe Valley,94131,37.74188,-122.43122,House,Private room,2,1,1,1,$150.00 ,,,,$25.00 ,1,$10.00 
25463,https://www.airbnb.com/rooms/25463,Modern Zen in the Lower Haight,https://a0.muscache.com/im/pictures/749554/a2d30f5f_original.jpg?aki_policy=large,Western Addition,94117,37.77729,-122.43421,Townhouse,Private room,2,1,1,1,$110.00 ,,,$150.00 ,$30.00 ,1,$0.00 
25662,https://www.airbnb.com/rooms/25662,"Convenient, quiet, private!",https://a0.muscache.com/im/pictures/187496/07754eb5_original.jpg?aki_policy=large,Potrero Hill,94107,37.76212,-122.39541,House,Private room,3,1,0,1,$125.00 ,$800.00 ,,$300.00 ,$50.00 ,2,$30.00 
25927,https://www.airbnb.com/rooms/25927,"CALEF HOUSE Rm 2, Priv Rm in Beaut SF Victorian",https://a0.muscache.com/im/pictures/40031640/6e957ef5_original.jpg?aki_policy=large,Western Addition,94115,37.78895,-122.43031,House,Private room,2,1.5,1,1,$110.00 ,$900.00 ,"$3,100.00 ",$500.00 ,$35.00 ,1,$80.00 
26408,https://www.airbnb.com/rooms/26408,Huge Central Victorian/Alamo Square,https://a0.muscache.com/im/pictures/780770/bb27a278_original.jpg?aki_policy=large,Western Addition,94117,37.77478,-122.4315,Apartment,Entire home/apt,10,2,4,7,$450.00 ,,,$500.00 ,$160.00 ,4,$30.00 
27025,https://www.airbnb.com/rooms/27025,"Elegant, Antique Edwardian Apartment on Castro","https://a0.muscache.com/4ea/air/v2//pictures/d3842cbd-f8b3-4d06-b315-9fff6ab2d26b.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",Castro/Upper Market,94114,37.76298,-122.43136,Apartment,Entire home/apt,2,1,1,1,$165.00 ,"$1,100.00 ","$3,700.00 ","$3,800.00 ",$125.00 ,2,$0.00 
27028,https://www.airbnb.com/rooms/27028,Secret Mission Garden,https://a0.muscache.com/im/pictures/626559/33587bfa_original.jpg?aki_policy=large,Mission,94110,37.76098,-122.42158,Condominium,Private room,4,1,1,2,$199.00 ,"$9,999.00 ","$9,999.00 ",$0.00 ,$75.00 ,2,$50.00 
29373,https://www.airbnb.com/rooms/29373,Sunny house with garden,https://a0.muscache.com/im/pictures/a0ba2f89-c3c5-4460-9c64-f56374e725a9.jpg?aki_policy=large,Bernal Heights,94110,37.73729,-122.41163,House,Entire home/apt,4,2,2,2,$220.00 ,"$1,250.00 ",,$100.00 ,$140.00 ,5,$0.00 
29557,https://www.airbnb.com/rooms/29557,gigi's bed and breakfast,https://a0.muscache.com/im/pictures/250504/7d0c59d7_original.jpg?aki_policy=large,Outer Richmond,94121,37.77931,-122.50518,Apartment,Entire home/apt,4,1,1,2,$155.00 ,"$1,000.00 ",,,,2,$20.00 
38607,https://www.airbnb.com/rooms/38607,Beautiful Upscale House Private BR,https://a0.muscache.com/im/pictures/844895/8f129457_original.jpg?aki_policy=large,Presidio Heights,94118,37.78197,-122.45809,House,Private room,2,1,1,1,$119.00 ,,,$175.00 ,$50.00 ,2,$75.00 
39174,https://www.airbnb.com/rooms/39174,Bette's New Place,https://a0.muscache.com/im/pictures/14761467/a50271e4_original.jpg?aki_policy=large,Noe Valley,94110,37.7483,-122.42488,Guest suite,Entire home/apt,2,1,1,2,$107.00 ,,"$3,200.00 ",,$155.00 ,2,$50.00 
39418,https://www.airbnb.com/rooms/39418,"Comfortable Home Base, Popular Area",https://a0.muscache.com/im/pictures/220264/34777dc7_original.jpg?aki_policy=large,Bernal Heights,94110,37.74093,-122.42055,Apartment,Entire home/apt,2,1,0,1,$100.00 ,,"$2,300.00 ",$175.00 ,$65.00 ,2,$50.00 
40092,https://www.airbnb.com/rooms/40092,Cute Private Apt in the hip Mission,https://a0.muscache.com/im/pictures/29527570/6a86b59f_original.jpg?aki_policy=large,Mission,94110,37.76016,-122.41969,Apartment,Entire home/apt,2,1,1,1,$108.00 ,"$1,200.00 ","$4,100.00 ",$200.00 ,$50.00 ,2,$20.00 
40138,https://www.airbnb.com/rooms/40138,Peaceful room in yoga teacher's colorful apt,https://a0.muscache.com/im/pictures/151e187b-388c-4093-be2a-ca447da5c475.jpg?aki_policy=large,Presidio Heights,94118,37.78255,-122.44844,Apartment,Private room,2,1,1,1,$83.00 ,$470.00 ,"$1,550.00 ",,$35.00 ,1,$25.00 
41055,https://www.airbnb.com/rooms/41055,Cozy Castro Cottage with Cat,https://a0.muscache.com/im/pictures/652455/23b2f4fb_original.jpg?aki_policy=large,Castro/Upper Market,94114,37.76125,-122.43335,House,Entire home/apt,3,1,1,1,$159.00 ,"$1,199.00 ","$4,299.00 ",$150.00 ,$120.00 ,3,$0.00 
41172,https://www.airbnb.com/rooms/41172,Sue's Place,https://a0.muscache.com/im/pictures/29903170/ce66ed60_original.jpg?aki_policy=large,Bernal Heights,94110,37.74083,-122.41763,House,Private room,2,2,1,1,$129.00 ,$875.00 ,,,$20.00 ,2,$50.00 
41399,https://www.airbnb.com/rooms/41399,"Heart of San Francisco, the Mission",https://a0.muscache.com/im/pictures/f1432fd1-ec3e-470b-98b7-f7d28601b5f8.jpg?aki_policy=large,Mission,94110,37.75611,-122.41866,Apartment,Entire home/apt,4,1,2,2,$290.00 ,"$2,450.00 ","$7,500.00 ","$5,000.00 ",$120.00 ,1,$0.00 
41423,https://www.airbnb.com/rooms/41423,Guest Cottage - SF,https://a0.muscache.com/im/pictures/258897/4a40b3c7_original.jpg?aki_policy=large,Glen Park,94131,37.73557,-122.43302,House,Entire home/apt,3,1,0,2,$126.00 ,$690.00 ,"$2,500.00 ",,,1,$0.00 
41609,https://www.airbnb.com/rooms/41609,Spacious Quiet SF Downtown Retreat,https://a0.muscache.com/im/pictures/30793350/b05f8f09_original.jpg?aki_policy=large,Nob Hill,94109,37.79001,-122.41292,Condominium,Entire home/apt,3,1,1,1,$170.00 ,,"$4,419.00 ",$500.00 ,$0.00 ,2,$5.00 
42403,https://www.airbnb.com/rooms/42403,Captain's Quarters,https://a0.muscache.com/im/pictures/237833/8fd24d7f_original.jpg?aki_policy=large,Bernal Heights,94110,37.73356,-122.41851,Apartment,Entire home/apt,2,1,0,2,$85.00 ,,"$2,500.00 ",$0.00 ,$155.00 ,2,$50.00 
42408,https://www.airbnb.com/rooms/42408,"Crows Nest,Charming Jr. One Bedroom",https://a0.muscache.com/im/pictures/3469067/baf8a8c9_original.jpg?aki_policy=large,Bernal Heights,94110,37.73404,-122.41781,House,Entire home/apt,2,1,1,2,$85.00 ,,"$2,500.00 ",,$155.00 ,2,$50.00 
42454,https://www.airbnb.com/rooms/42454,Bookish Mission District Flat with backyard,https://a0.muscache.com/im/pictures/2816472/02a27e9e_original.jpg?aki_policy=large,Mission,94110,37.75117,-122.41326,Apartment,Entire home/apt,2,1.5,1,1,$91.00 ,$600.00 ,,$200.00 ,$0.00 ,1,$0.00 
42577,https://www.airbnb.com/rooms/42577,Garden View Hideaway - PET FRIENDLY,https://a0.muscache.com/im/pictures/9cea7a89-80ee-4d1a-a4ab-b1d4842b978b.jpg?aki_policy=large,Potrero Hill,94107,37.75447,-122.38813,Guest suite,Entire home/apt,3,1,2,2,$150.00 ,,"$4,500.00 ",$0.00 ,$205.00 ,4,$50.00 
43778,https://www.airbnb.com/rooms/43778,Lyon's Den,https://a0.muscache.com/im/pictures/251321/eba1e515_original.jpg?aki_policy=large,Haight Ashbury,94117,37.77272,-122.44084,Guest suite,Entire home/apt,3,1,2,2,$120.00 ,,"$3,300.00 ",,$205.00 ,2,$50.00 
44032,https://www.airbnb.com/rooms/44032,Secret Lounge in The Mission,https://a0.muscache.com/im/pictures/b5498832-cc8c-48de-90a0-4e14edae5e4c.jpg?aki_policy=large,Mission,94110,37.75145,-122.41207,Apartment,Entire home/apt,2,1,1,1,$95.00 ,,"$2,450.00 ","$2,000.00 ",$75.00 ,1,$0.00 
44680,https://www.airbnb.com/rooms/44680,Cute Noe/Mission Apartment,https://a0.muscache.com/im/pictures/a0184ad9-4a9c-490c-98e5-17aad712ecb2.jpg?aki_policy=large,Mission,94110,37.75121,-122.42165,Apartment,Entire home/apt,4,1,1,2,$175.00 ,"$1,200.00 ","$3,750.00 ","$1,000.00 ",$120.00 ,2,$10.00 
45299,https://www.airbnb.com/rooms/45299,Private Castro Studio with 2 beds,https://a0.muscache.com/im/pictures/687134/d677d8f0_original.jpg?aki_policy=large,Castro/Upper Market,94114,37.76068,-122.43331,Apartment,Entire home/apt,2,1,0,2,$116.00 ,$900.00 ,"$3,500.00 ",$100.00 ,,1,$0.00 
45956,https://www.airbnb.com/rooms/45956,Central in SF - Victorian Classic Home - 5 Stars,https://a0.muscache.com/im/pictures/c822b332-9256-4d24-ae42-36072f5c8901.jpg?aki_policy=large,Western Addition,94117,37.77248,-122.43016,House,Private room,2,3,1,1,$125.00 ,$600.00 ,"$1,950.00 ",$0.00 ,$35.00 ,1,$5.00 
47486,https://www.airbnb.com/rooms/47486,CACTUS COTTAGE  with easy parking/public transp.,https://a0.muscache.com/im/pictures/1105843/e804dd6d_original.jpg?aki_policy=large,Ocean View,94127,37.72536,-122.46861,House,Entire home/apt,2,1,1,1,$78.00 ,,"$2,250.00 ",$400.00 ,$100.00 ,2,$0.00 
47682,https://www.airbnb.com/rooms/47682,One-bedroom apt.  Lafayette Park,https://a0.muscache.com/im/pictures/273479/60b3f9f5_original.jpg?aki_policy=large,Pacific Heights,94109,37.7925,-122.42431,Apartment,Entire home/apt,2,1,1,1,$120.00 ,,"$3,960.00 ",$500.00 ,$160.00 ,2,$25.00 
51073,https://www.airbnb.com/rooms/51073,In the Heart of San Francisco,https://a0.muscache.com/im/pictures/9849064/3d405472_original.jpg?aki_policy=large,South of Market,94103,37.77116,-122.42199,Apartment,Private room,2,1,1,1,$160.00 ,$950.00 ,,$150.00 ,$30.00 ,2,$0.00 
51557,https://www.airbnb.com/rooms/51557,Centrally Located Victorian Apartment,https://a0.muscache.com/im/pictures/376480/67b346ce_original.jpg?aki_policy=large,Western Addition,94117,37.77121,-122.42834,Apartment,Entire home/apt,2,1,1,1,$119.00 ,$958.00 ,"$3,990.00 ",$100.00 ,$175.00 ,2,$0.00 
51773,https://www.airbnb.com/rooms/51773,Prime Location - Small Cozy Room,https://a0.muscache.com/im/pictures/8985258/91b6e2f8_original.jpg?aki_policy=large,Pacific Heights,94109,37.79312,-122.426,Apartment,Private room,1,0,1,1,$55.00 ,,"$1,475.00 ",$0.00 ,$50.00 ,1,$0.00 
52713,https://www.airbnb.com/rooms/52713,Nob Hill room with a great view,https://a0.muscache.com/im/pictures/2646705/0412fb99_original.jpg?aki_policy=large,Nob Hill,94133,37.79667,-122.41272,Apartment,Private room,1,,1,1,$99.00 ,$799.00 ,"$2,439.00 ",,$15.00 ,1,$20.00 
53280,https://www.airbnb.com/rooms/53280,Large & sunny room with bath + yard,https://a0.muscache.com/im/pictures/e8c64cd3-4364-4486-9cfe-33896fda6c41.jpg?aki_policy=large,Bernal Heights,94110,37.73878,-122.41189,House,Private room,2,1,1,1,$90.00 ,,,$100.00 ,$60.00 ,1,$0.00 
54518,https://www.airbnb.com/rooms/54518,Financial District Corporate Condo,https://a0.muscache.com/im/pictures/319307/6939873f_original.jpg?aki_policy=large,Financial District,94104,37.7933,-122.40079,Condominium,Entire home/apt,2,1,1,1,$200.00 ,"$1,600.00 ","$4,300.00 ",$500.00 ,$120.00 ,1,$10.00 
54634,https://www.airbnb.com/rooms/54634,Studio Apartment Lafayette Park,https://a0.muscache.com/im/pictures/8815756/ce578cc7_original.jpg?aki_policy=large,Pacific Heights,94109,37.79166,-122.4265,Apartment,Entire home/apt,2,1,1,1,$115.00 ,,"$3,180.00 ",$500.00 ,$160.00 ,2,$20.00 
55632,https://www.airbnb.com/rooms/55632,"❤️Stunning Luxury Apt, 5 star reviews, Laundry,",https://a0.muscache.com/im/pictures/cd43f52e-8406-4945-9b04-64c145f2d677.jpg?aki_policy=large,Outer Richmond,94121,37.77959,-122.48619,Apartment,Entire home/apt,4,1,1,2,$116.00 ,,"$2,995.00 ","$3,000.00 ",$200.00 ,1,$0.00 
55636,https://www.airbnb.com/rooms/55636,"❤️ Super luxury Apt, Great View,  5 Star Reviews",https://a0.muscache.com/im/pictures/0e51a14c-979a-44cb-9a08-ebcb381bff00.jpg?aki_policy=large,Twin Peaks,94131,37.74889,-122.44479,Apartment,Entire home/apt,4,1,1,2,$116.00 ,,"$3,295.00 ","$3,000.00 ",$200.00 ,1,$0.00 
56621,https://www.airbnb.com/rooms/56621,Prime Location - Large Private Room,https://a0.muscache.com/im/pictures/8984970/95e031b6_original.jpg?aki_policy=large,Pacific Heights,94109,37.79216,-122.42458,Apartment,Private room,1,,1,1,$55.00 ,,"$1,600.00 ",$0.00 ,$70.00 ,1,$0.00 
56715,https://www.airbnb.com/rooms/56715,Downtown Rainbow,https://a0.muscache.com/im/pictures/2745429/397f3e5c_original.jpg?aki_policy=large,Downtown/Civic Center,94109,37.78816,-122.41722,Apartment,Entire home/apt,4,1,2,2,$187.00 ,,"$5,100.00 ",$0.00 ,$0.00 ,1,$0.00 
57479,https://www.airbnb.com/rooms/57479,Beautiful Alamo Park flat w deck,https://a0.muscache.com/im/pictures/82df87a6-786f-440e-aabf-1db0e5c2649f.jpg?aki_policy=large,Haight Ashbury,94117,37.77459,-122.43923,Apartment,Entire home/apt,5,2,2,3,$200.00 ,"$3,100.00 ",,"$1,000.00 ",$100.00 ,4,$35.00 
57561,https://www.airbnb.com/rooms/57561,"Bernal Heights Apartment, Patio + Parking",https://a0.muscache.com/im/pictures/2d15b761-4c46-427e-84bb-b1e39ad20c74.jpg?aki_policy=large,Bernal Heights,94110,37.7472,-122.41443,Apartment,Entire home/apt,2,1,1,1,$175.00 ,,,,,2,$10.00 
57676,https://www.airbnb.com/rooms/57676,"Bartlett Gardens: Spacious, bright!",https://a0.muscache.com/im/pictures/15516119/fc4f2e31_original.jpg?aki_policy=large,Mission,94110,37.75762,-122.41933,Apartment,Private room,1,1,1,1,$99.00 ,,"$2,600.00 ",$300.00 ,$100.00 ,1,$25.00 
59381,https://www.airbnb.com/rooms/59381,Ultra Panoramic View Contemporary,https://a0.muscache.com/im/pictures/9904168/479ff590_original.jpg?aki_policy=large,Russian Hill,94133,37.8031,-122.41596,Condominium,Private room,4,2,1,1,$109.00 ,,"$3,300.00 ",$0.00 ,$40.00 ,1,$50.00 
59702,https://www.airbnb.com/rooms/59702,Garden Cottage Charming!,https://a0.muscache.com/im/pictures/362832/34ad0638_original.jpg?aki_policy=large,Bernal Heights,94110,37.74209,-122.41409,Cottage,Private room,2,1,1,1,$150.00 ,,,,$70.00 ,2,$50.00 
59831,https://www.airbnb.com/rooms/59831,Lovely quiet private room in Home ,https://a0.muscache.com/im/pictures/364036/08cad056_original.jpg?aki_policy=large,Outer Sunset,94122,37.75674,-122.49178,House,Private room,2,1,1,1,$100.00 ,,"$3,000.00 ",,$200.00 ,2,$0.00 
60659,https://www.airbnb.com/rooms/60659,Lovely Flat on Telegraph Hill,https://a0.muscache.com/im/pictures/370082/f7edb982_original.jpg?aki_policy=large,North Beach,94133,37.80241,-122.40925,Condominium,Private room,2,1,1,1,$150.00 ,$875.00 ,,$0.00 ,$65.00 ,2,$80.00 
62519,https://www.airbnb.com/rooms/62519,Lovely Room in Charming Edwardian,https://a0.muscache.com/im/pictures/57423808/f7dcbdee_original.jpg?aki_policy=large,Glen Park,94131,37.74183,-122.42993,Apartment,Private room,1,1,1,1,$85.00 ,,,,$45.00 ,1,$55.00 
63247,https://www.airbnb.com/rooms/63247,Lovely open plan en-suite bed/bath,https://a0.muscache.com/im/pictures/388246/f95a4f91_original.jpg?aki_policy=large,Mission,94110,37.74926,-122.41398,Guest suite,Entire home/apt,2,1,1,1,$166.00 ,,,$145.00 ,$65.00 ,1,$0.00 
63405,https://www.airbnb.com/rooms/63405,Private Suite in Mission,https://a0.muscache.com/im/pictures/15128569/46d3e316_original.jpg?aki_policy=large,Mission,94110,37.754,-122.41771,Guest suite,Entire home/apt,2,1,1,1,$125.00 ,,"$2,500.00 ",$300.00 ,$125.00 ,1,$25.00 
64165,https://www.airbnb.com/rooms/64165,Great room in a fantastic location!,https://a0.muscache.com/im/pictures/3971579/f4b0cfec_original.jpg?aki_policy=large,Marina,94123,37.80317,-122.42874,Apartment,Private room,2,2,1,1,$90.00 ,,"$2,700.00 ",$350.00 ,$75.00 ,1,$40.00 
66119,https://www.airbnb.com/rooms/66119,Large garden studio  apt. near Golden Gate Park,https://a0.muscache.com/im/pictures/660f2157-5cdb-4378-8875-bbbc06e239e1.jpg?aki_policy=large,Inner Richmond,94121,37.77798,-122.47812,Apartment,Entire home/apt,2,1,0,1,$95.00 ,"$1,050.00 ",,$500.00 ,$75.00 ,1,$15.00 
66188,https://www.airbnb.com/rooms/66188,Spectacular Sutro Heights,https://a0.muscache.com/im/pictures/410939/e4484da8_original.jpg?aki_policy=large,Outer Richmond,94121,37.77719,-122.50906,Apartment,Entire home/apt,6,2,3,4,$216.00 ,,"$5,000.00 ",,$205.00 ,4,$50.00 
68239,https://www.airbnb.com/rooms/68239,Beautiful 1bdr apt by Dolores Park in Mission,https://a0.muscache.com/im/pictures/1766331/78446c1d_original.jpg?aki_policy=large,Mission,94110,37.75426,-122.42387,Apartment,Entire home/apt,2,1,1,1,$326.00 ,"$2,630.00 ","$9,282.00 ",$350.00 ,$180.00 ,2,$50.00 
